id,category1,category2,category3,category4,category5,tags,post_title,post_image,post_date,post_modified,post_status,post_content,post_excerpt,address1,address2,city,state,zip,contact,email,website,twitter,facebook,timing,alive_dates,special_offer,organizer_desc,print_desc,st_date,st_time,end_date,end_time,organizer_name,presented_by,venue,benefits,reg_desc,phone
11565,"Rallies &amp; Events","","","","","","Happenin' HQ 16th Annual Toy Run","","2012-09-11 13:08:17","2013-01-14 09:56:47","publish","Enjoy music, autos, cycles, barbecue, 50/50, raffles, prizes, gifts and fun for the kids. 10 am_Noon signup for ABATE 21 Poker Run.","Enjoy music, autos, cycles, barbecue, 50/50, raffles, prizes, gifts and fun for the kids. 10 am_Noon signup for ABATE 21 Poker Run.","44545 Division St.","","Lancaster","CA","93535","","hhtr@alleygl.org","www.alleygl.org","","","","","","","","2012-11-25","11:00:00","2012-11-25","00:00:00","Rocky or Glenn","Presented by ALLEYGL.org and ABATE Local #21.","Moose Lodge","Benefits Antelope Valley Hospitalized Children."," Register Now  Admission:Unwrapped new toy donation.",""
11575,"Rallies &amp; Events","","","","","","14th Annual Mountain Turkey Feed","","2012-09-11 13:08:18","2013-01-21 22:26:54","publish","Bring a canned good, ham, frozen turkey, or a new toy and receive a turkey dinner. Raffles, auction, call about being a T- shirt sponsor, funnel cakes.","Bring a canned good, ham, frozen turkey, or a new toy and receive a turkey dinner. Raffles, auction, call about being a T- shirt sponsor, funnel cakes.","11228 McCourtney Rd.","","Grass Valley","CA","95945","","harleyman_1_on_1@yahoo.com","","","","","","","","","2012-11-04","11:00:00","2012-11-04","00:00:00","Crunch","Presented by Grand Fathers MC No Cal.","Nevada County Fairgrounds Grass Valley Gates 3 & 4","Benefits mountain families.","",""
11578,"Rallies &amp; Events","","","","","Northeast|South","13th Annual Toy Run","","2012-09-11 13:08:18","2012-10-24 12:15:35","publish","Pancake breakfast 9-11, registration at 11, KSU at 12:30 pm. Ends at American Legion Post 325 with chili and door prizes. Ride pin to first 100 registered.","Pancake breakfast 9-11, registration at 11, KSU at 12:30 pm. Ends at American Legion Post 325 with chili and door prizes. Ride pin to first 100 registered.","2104 Riverside Dr.","","Danville","VA","24540","","county159@yahoo.com","www.blueknightsvaxiii.com","","","","","","","","2012-11-10","11:00:00","2012-11-10","00:00:00","Dennis","Presented by Blue Knights VA XIII.","Triangle Cycles North","Benefits Social Services Child Welfare Fund."," Register Now  Admission:$15 or new, unwrapped toy.",""
11581,"Rallies &amp; Events","","","","","","Save Christmas Ride","","0009-10-12 00:00:00","2013-01-21 22:26:53","publish","We will meet to wrap gifts and then ride to The Vision Of The Cross, 3647 Ricardo Ave., Redding, California.","We will meet to wrap gifts and then ride to The Vision Of The Cross, 3647 Ricardo Ave., Redding, California.","2685 Hilltop Dr Redding CA 96002","","","","","","","www.ubncshastaco.org","","","","","","","","2012-12-16","11:00:00","2012-12-16","00:00:00","Don MacNeil","Presented by United Bikers of Northern California.","K-Mart ","Benefits helping children have a great Christmas."," Register Now  Admission:Please bring a toy.",""
11590,"Rallies &amp; Events","","","","","","2nd Annual Spaghetti Feed","","2012-09-11 13:08:19","2013-01-21 22:26:54","publish","Good food, good music, good times.","Good food, good music, good times.","2162 Taylor Rd.","","Penryn","CA","95663","","","","","","","","","","","2012-10-28","13:00:00","2012-10-28","00:00:00","Randy","Presented by and benefiting Hell's Angels Sacramento.","Valencia Club",""," Register Now  Admission:$10.",""
11592,"Rallies &amp; Events","","","","","","Love Ride After Party","","0009-10-12 00:00:00","2013-01-14 09:56:47","publish","Join us after the Love Ride for the after party. On stage will be Bonfire (AC/DC Tribute), Led Zepagain and a Motorcycle Stunt Show. Vendors welcome.","Join us after the Love Ride for the after party. On stage will be Bonfire (AC/DC Tribute), Led Zepagain and a Motorcycle Stunt Show. Vendors welcome.","18730 Soledad Canyon Rd. Santa Clarita CA 91351","","","","","","georgethomas66@yahoo.com","www.route66classicgrill.com","","","","","","","","2012-10-21","13:00:00","2012-10-21","00:00:00","George Thomas","Presented by Route 66 Classic Grill.","Route 66 Classic Grill",""," Register Now  Admission:$5.",""
11594,"Rallies &amp; Events","","","","","","Beatty Days 2012","","2012-09-11 13:08:19","2013-01-21 22:26:54","publish","Celebrate Beatty's birthday with bikes, cars, cook-offs, bed and tricycle races, contests, gunfighters, parades, food, vendors, music and more.","Celebrate Beatty's birthday with bikes, cars, cook-offs, bed and tricycle races, contests, gunfighters, parades, food, vendors, music and more.","Third & Amargosa St.","","Beatty","NV","89003","","beattychamber@sbcglobal.net","www.beattynevada.org/BeattyDays2012.htm","","","","","","","","2012-10-26","14:00:00","2012-10-28","00:00:00","Beatty Chamber of Commerce","Presented by Beatty Chamber of Commerce.","Beatty's Cottonwood Park","Benefits Beatty, Beatty non-profit organizations, Beatty all Schools Band."," Register Now  Admission:Free.",""
11602,"Rallies &amp; Events","","","","","","3rd Annual Bloody Steak Dinner","","2012-09-10 21:34:55","2013-01-21 22:26:54","publish","Steak dinner, music, door prizes, costume contest.","Steak dinner, music, door prizes, costume contest.","530 Horning St.","","San Jose","CA","95112","","","","","","","","","","","2012-10-27","16:08:00","2012-10-27","00:00:00","","Presented by San Jose Henchmen MC.","SJ Clubhouse","Benefits Student In Need program."," Register Now  Admission:$25 donation.",""
11611,"Rallies &amp; Events","","","","","","Messengers MC 15th Anniversary Party","","2012-09-10 21:34:56","2013-01-21 22:26:54","publish","Raffle prizes, 50/50 drawing, music, chili and corn bread.","Raffle prizes, 50/50 drawing, music, chili and corn bread.","8990 Kruitof Way","","Fair Oaks","CA","95603","","robert.brown115@gmail.com","","","","","","","","","2012-11-03","18:00:00","2012-11-03","00:00:00","Rob","Presented by and benefiting Messengers MC.","VFW Hall",""," Register Now  Admission:$10/single, $15/couple.",""
11613,"Rallies &amp; Events","","","","","","Bikes & Brew Boot Camp","","0009-04-12 00:00:00","2013-01-21 22:21:25","publish","Grab a brew and a brat and get your Harley on. Nothing like a little American Iron to get your blood pumping. Try out your favorite Harley with our Jump Start Motorcycle experience.","Grab a brew and a brat and get your Harley on. Nothing like a little American Iron to get your blood pumping. Try out your favorite Harley with our Jump Start Motorcycle experience. ","100 Auto Center Dr.","","Vacaville","CA","95687","","events@ironsteedhd.com","www.ironsteedhd.com","","","","","","","","2012-10-25","18:00:00","2012-10-25","00:00:00","Aubree or Danielle","Presented by Iron Steed Harley-Davidson.","Iron Steed Harley-Davidson",""," Register Now  Admission:Free.",""
11617,"Rallies &amp; Events","","","","","","Fright Night","","0009-06-12 00:00:00","2012-10-23 13:59:22","publish","Everyone welcome, costume contest, live music, dinner, dancing, giveaways.","Everyone welcome, costume contest, live music, dinner, dancing,giveaways.","22036 Old 44 Drive","","Palo Cedro","CA","96073","","","","","","","","","","","2012-10-26","19:00:00","2012-10-26","00:00:00","","Presented by Hell's Angels Whiskeytown.","Millvill Grange Hall",""," Register Now  Admission:$20 donation.",""
11621,"Rallies &amp; Events","","","","","","Pre-Toy Run Party","","0009-10-12 00:00:00","2013-01-21 22:26:53","publish","If you are from outside the area get a room party, spend the night and ride in a pack to the toy run. Mention the Toy Run for a discounted room rate.","If you are from outside the area get a room party, spend the night and ride in a pack to the toy run. Mention the Toy Run for a discounted room rate.","5321 Date Ave Sacramento CA 95841","","","","","","heather@mma-ca.org","www.mma-ca.org/toyRun.aspx","","","","","","","","2012-11-24","20:00:00","2012-11-24","00:00:00","Heather","Presented by Modified Motorcycle Association of California.","Crowne Plaza Hotel 916.338.5800","Benefits Toys For Tots."," Register Now  Admission:$20.",""
11656,"Rallies &amp; Events","","","","","","16th Annual Halloween Night Pack Run","","2012-09-11 13:08:22","2012-10-24 12:11:53","publish","Food, live music, public and all bikes welcome. End party at Elk's at Hollister airport from 8 pm to midnight, high hand $200, low hand $500 gift certificate.","Food, live music, public and all bikes welcome. End party at Elk's at Hollister airport from 8 pm to midnight, high hand $200, low hand $500 gift certificate.","201 5th St.","","Hollister","CA","95023","","hog_rider_80@yahoo.com","","","","","","","Food, live music, public and all bikes welcome. End party at Elk's at Hollister airport from 8 pm to midnight, high hand $200, low hand $500 gift certificate.","","2012-10-27","17:00","2012-10-27","12 am","Sideshow or Cesar","Presented by Top Hatters Hollister Chapter.","Whiskey Creek Saloon","Benefits San Benito High School Scholarship Fund."," Admission:$20.","831.801.6737"
11661,"Rallies &amp; Events","","","","","Midwest|Northeast|Rockies|South|Southwest|Northwest","The Crook Inn Rally","","2012-09-11 13:08:23","2013-01-14 09:56:47","publish","Virtual bike rally to help save Scotland's oldest licensed coaching inn. Entries will get a limited edition rally badge and certificate entitling them to a beer when we save and re-open the Crook Inn. See website for more info.","Virtual bike rally to help save Scotland's oldest licensed coaching inn. Entries will get a limited edition rally badge and certificate entitling them to a beer when we save and re-open the Crook Inn. See website for more info.","Tweedsmuir","","Biggar","ML12","6QN","","rally@savethecrook.org.uk","http://www.savethecrook.org.uk","","http://www.facebook.com/events/467110883321955/","","","","Virtual bike rally to help save Scotland's oldest licensed coaching inn. Entries will get a limited edition rally badge and certificate entitling them to a beer when we save and re-open the Crook Inn. See website for more info.","","2012-10-01","09:00:00","2012-10-31","12 am","Tweedsmuir Community Company","Presented by Tweedsmuir Community Company.","Non-attendance is compulsory","Benefits Scotland's oldest licensed coaching inn."," ","189.988.0215"
11663,"Rallies &amp; Events","","","","","South","15th Annual Great Teddy Bear Run","","2012-09-11 13:08:23","2012-10-24 12:05:02","publish","Ride leaves promptly at 11:30 am. Police escorted ride ending at Twin Lakes Park for after party. Food, live music, vendors.","Ride leaves promptly at 11:30 am. Police escorted ride ending at Twin Lakes Park for after party. Food, live music, vendors.","8200 Coopers Creek","","Sarasota","FL","34201","","sharonsieradzki@yahoo.com","http://www.rossiterharleydavidson.com","","http://www.facebook.com/pages/15TH-Annual-Great-Teddy-Bear-Run/260478904091","","","","Ride leaves promptly at 11:30 am. Police escorted ride ending at Twin Lakes Park for after party. Food, live music, vendors.","","2012-11-18","09:00:00","2012-11-18","18:00:00","Sharon Sieradzki","Presented by Sarasota H.O.G. chapter.","The Shoppes at University Center Parking Lot","Benefits Kids by the Sea."," Admission:$15 and new teddy bear, $10 pre-registration at Rossiters and Manatee River H-D.","941.400.0350"
11682,"Rallies &amp; Events","","","","","","21st Annual Nevada County Food and Toy Run","","0008-09-12 00:00:00","2013-01-21 22:20:55","publish","Bring one unwrapped toy and non-perishable food items. Shirts, run pins and raffle tickets for sale while supplies last. Parade leaves at noon.","Bring one unwrapped toy and non-perishable food items. Shirts, run pins and raffle tickets for sale while supplies last. Parade leaves at noon.","950 Maidu Ave. Nevada City, CA 95959","","","","","","info@toyrun.org","http://www.toyrun.org","","http://www.facebook.com/NevadaCountyFoodAndToyRun?ref=ts","","","","Bring one unwrapped toy and non-perishable food items. Shirts, run pins and raffle tickets for sale while supplies last. Parade leaves at noon.","","2012-12-08","12 pm","2012-12-08","18:00:00","Thom","","Eric Rood Center","Benefits Head Start Program; Big Brothers/Sisters."," Admission:Toys and non-perishable food items.","530.470.0697"
11690,"Rallies &amp; Events","","","","",""," 9th Annual Harvest Run","","2012-09-11 13:08:25","2013-01-21 22:26:54","publish","Sponsors call 650.853.9758 or contact a member.","Sponsors call 650.853.9758 or contact a member.","886 Green St.","","East Palo Alto","CA","94303","","tsailers@pacbell.net","http://www.HAMCDC.com","","","","","","Sponsors call 650.853.9758 or contact a member.","","2012-10-07","09:00:00","2012-10-07","6 pm","For Sponsors","Presented by and benefiting Hell's Angels MC Daly City.","HAMCDC Club House",""," Admission:$25.","650.853.9758"
11693,"Rallies &amp; Events","","","","","","David Mann ChopperFest","http://calendar.thunderpress.net/wp-content/uploads/2012/09/534246_383477391722800_651212739_n.jpg","2012-09-11 13:08:25","2013-01-14 09:56:47","publish","Rollergirls, Charlie Brechtel Band, bike show, displays, food and beer. More info to come.","Rollergirls, Charlie Brechtel Band, bike show, displays, food and beer. More info to come.","10 W Harbor Blvd.","","Ventura","CA","93001","","tory@chopperfestival.com","http://www.chopperfestival.com","","http://www.facebook.com/pages/David-Mann-Chopperfest/183524448327636?ref=ts","","","","Rollergirls, Charlie Brechtel Band, bike show, displays, food and beer. More info to come.","Rollergirls, Charlie Brechtel Band, bike show, displays, food and beer. More info to come.","2012-12-09","8 am","2012-12-09","4 pm","Tory Duvarney","Presented by The Shop.","Ventura County Fairgrounds","Benefits David Mann Memorial Fund."," Admission:$15/general admission, $10/military, $5/kids 12 and under.","805.217.2113"
11696,"Rallies &amp; Events","","","","","South","Local Stops 4 Tots Toy Run","","2012-09-11 13:08:25","2012-10-23 13:34:52","publish","Free breakfast 8-10 am. Five stops, auctions, giveaways and more.","Free breakfast 8-10 am. Five stops, auctions, giveaways and more.","3816 Tamiami Trail","","Port Charlotte","FL","33952","","vsmolinski@embarqmail.com","http://www.gulfthunderhog.com","","","","","","Free breakfast 8-10 am. Five stops, auctions, giveaways and more.","","2012-11-10","08:00:00","2012-11-10","19:00:00","Vickie Smolinski","Presented by Gulf Thunder H.O.G. chapter 1786 Ladies of Harley.","Gatorz","Benefits Salvation Army Kids of Charlotte County, Florida."," Admission:$10/hand and one new unwrapped toy, $5/extra hand.","517.442.5208"
